CA,Los Angeles,34.031506,-118.168567
TX,San Antonio,29.472403,-98.525142
OH,Akron,41.080456,-81.521429
KS,Wichita,37.690669,-97.345869
MD,Timonium,39.444084,-76.607590
AR,Little Rock,34.725432,-92.358556
MI,Detroit,42.383037,-83.102237
NY,New York,40.663468,-73.938697
MA,Oxford,42.115881,-71.870094
CO,Denver,39.761850,-104.881105
AZ,Coolidge,32.959618,-111.527518
IL,Chicago,41.837551,-87.681844
MI,Kalamazoo,42.275163,-85.588501
TX,Houston,29.787992,-95.393597
MD,Columbia,39.201146,-76.859050
VA,Stafford,38.414916,-77.415702
NY,New York,40.663468,-73.938697
TX,San Antonio,29.472403,-98.525142
NY,Albany,42.665745,-73.798353
MN,Minneapolis,44.963324,-93.268320
NM,Sunland Park,31.799631,-106.578950
MN,Cloquet,46.725061,-92.501345
NY,New York,40.663468,-73.938697
AZ,Tucson,31.949480,-110.783645
TN,Oliver Springs,36.039975,-84.328456
PA,Clearfield,41.021498,-78.439398
OH,Cleveland,41.478462,-81.679435
IL,Chicago,41.837551,-87.681844
WI,Green Bay,44.520676,-87.984169
IN,Muncie,40.198826,-85.395059
TX,Dallas,32.793333,-96.766513
5713
OH,Atwater,41.028289,-81.157063
FL,Gainesville,29.678832,-82.346103
TX,Keller,32.932890,-97.224506
ID,Boise,43.599335,-116.229817
MI,Port Huron,42.993766,-82.433743
AL,South,33.890841,-86.018020
TX,College Station,30.585379,-96.295153
AR,Conway,35.074350,-92.467078
OH,Lebanon,39.423069,-84.219695
AZ,Phoenix,33.572154,-112.090132
AZ,Phoenix,33.572154,-112.090132
WI,Milwaukee,43.063348,-87.966695
WI,Oconomowoc,43.100435,-88.492688
MO,Kansas City,39.125129,-94.551028
MN,Cambridge,45.560745,-93.227688
NY,New York,40.663468,-73.938697
MD,Edgewood,39.420290,-76.296846
PA,Irwin,40.325063,-79.699757
OH,Columbus,39.983938,-82.984882
KS,Lawrence,38.960029,-95.262930
CA,Compton,33.894047,-118.227469
CT,Stamford,41.079857,-73.546028
NV,Las Vegas,36.229214,-115.260082
MI,Dearborn,42.313057,-83.211488
DC,Washington,38.904103,-77.017229
IL,Chicago,41.837551,-87.681844
IL,Chicago,41.837551,-87.681844
PA,Pittsburgh,40.396878,-79.838182
TX,Kingsville,27.509201,-97.861028
IL,Chicago,41.837551,-87.681844
GA,Norcross,33.937394,-84.205634
CA,San Jose,37.296739,-121.818909
NY,Fredonia,42.440673,-79.331989
WI,Antigo,45.141269,-89.155225
NC,Raleigh,35.830598,-78.641768
CA,Colton,34.054525,-117.325029
CA,Los Angeles,34.031506,-118.168567
NC,Andrews,35.199539,-83.825632
OK,Tulsa,36.127949,-95.902316
TX,North,32.712846,-97.642379
NM,Rio Rancho,35.285070,-106.698867
TN,Nashville,36.171800,-86.785002
CA,Los Angeles,34.031506,-118.168567
VA,Lynchburg,37.399016,-79.195458
CA,La,36.954526,-121.821371
CA,San Jose,37.296739,-121.818909
CT,Hartford,41.760695,-72.607646
CT,Hartford,41.760695,-72.607646
IN,Seymour,38.947516,-85.891285
NV,Las Vegas,36.229214,-115.260082
TX,Houston,29.787992,-95.393597
MI,Detroit,42.383037,-83.102237
IL,Chicago,41.837551,-87.681844
NV,Las Vegas,36.229214,-115.260082
PA,Philadelphia,40.717829,-76.116686
PA,Erie,42.116594,-80.073503
CA,Tracy,37.724597,-121.445538
NC,Charlotte,35.207788,-80.831022
CA,Encinitas,33.050632,-117.263616
FL,Orlando,28.416169,-81.299372
DC,Washington,38.904103,-77.017229
PA,Pittsburgh,40.396878,-79.838182
VA,Charlottesville,38.037658,-78.485381
NJ,Westfield,40.651644,-74.343447
CA,Los Angeles,34.031506,-118.168567
CA,Los Angeles,34.031506,-118.168567
MA,Boston,42.331960,-71.020173
MD,Bowie,38.957072,-76.741124
NY,New York,40.663468,-73.938697
MD,Western,39.487329,-79.041591
TX,Laredo,27.552472,-99.484371
FL,Lakeland,28.055494,-81.954916
CA,Los Angeles,34.031506,-118.168567
CA,Los Angeles,34.031506,-118.168567
TX,San Antonio,29.472403,-98.525142
OH,Akron,41.080456,-81.521429
KS,Wichita,37.690669,-97.345869
CA,Santa Monica,34.023413,-118.481666
MD,Timonium,39.444084,-76.607590
NV,Las Vegas,36.229214,-115.260082
AR,Little Rock,34.725432,-92.358556
MD,Baltimore,39.300032,-76.610476
MI,Detroit,42.383037,-83.102237
NY,New York,40.663468,-73.938697
MA,Oxford,42.115881,-71.870094
CO,Denver,39.761850,-104.881105
AZ,Coolidge,32.959618,-111.527518
IL,Chicago,41.837551,-87.681844
MI,Kalamazoo,42.275163,-85.588501
TX,Houston,29.787992,-95.393597
NY,New York,40.663468,-73.938697
MD,Columbia,39.201146,-76.859050
VA,Stafford,38.414916,-77.415702
NY,New York,40.663468,-73.938697
TX,San Antonio,29.472403,-98.525142
NY,Albany,42.665745,-73.798353
MN,Minneapolis,44.963324,-93.268320
NM,Sunland Park,31.799631,-106.578950
MN,Cloquet,46.725061,-92.501345
NY,New York,40.663468,-73.938697
MD,Baltimore,39.300032,-76.610476
PA,Philadelphia,40.717829,-76.116686
AZ,Tucson,31.949480,-110.783645
TN,Oliver Springs,36.039975,-84.328456
PA,Clearfield,41.021498,-78.439398
OH,Cleveland,41.478462,-81.679435
NJ,New Brunswick,40.486677,-74.444414
IL,Chicago,41.837551,-87.681844
WI,Green Bay,44.520676,-87.984169
IL,Chicago,41.837551,-87.681844
IN,Muncie,40.198826,-85.395059
TX,Dallas,32.793333,-96.766513
